,Diff_Kd,Diff_Str,Diff_Td,Diff_Sub,Diff_Head,Diff_Body,Diff_Leg,Diff_Distance,Diff_Clinch,Diff_Ground,Diff_Ctrl,Fighter_1_W
2230,0,-24,2,0,12,11,1,31,-1,-6,-325,1
2231,1,13,-3,-2,-14,0,1,-5,3,-11,86,1
2232,0,-36,-3,0,-3,10,29,30,6,0,178,1
2233,0,-32,-1,0,-8,-8,-16,0,-21,-11,-653,0
2234,0,-19,-1,0,21,6,-8,18,0,1,105,1
2235,0,9,-3,-2,-3,5,-11,-17,6,2,374,1
2236,1,16,0,2,-15,6,-7,-18,2,0,-245,1
2237,0,-97,2,0,42,17,38,48,48,1,-405,1
2238,0,-23,-1,0,19,10,-6,28,-7,2,101,1
2239,0,-43,-7,0,12,16,15,10,7,26,469,1
2240,0,18,1,0,-17,-4,3,-4,-2,-12,-2,1
2241,0,-37,0,0,28,11,-2,30,7,0,-124,1
2242,0,-18,-5,0,21,3,-6,19,3,-4,236,1
2243,0,-19,-2,-1,-17,-1,-1,-3,-1,-15,-592,0
2244,1,18,1,0,-9,-10,1,-17,0,-1,-4,1
2245,0,-11,1,0,-1,-4,-6,-12,-1,2,77,0
2246,0,-19,-2,0,-24,0,5,-6,3,-16,-286,0
2247,1,7,-10,0,-7,2,-2,-14,3,4,366,1
2248,0,2,-5,-1,-8,1,9,6,-5,1,-391,0
2249,-1,-7,-1,0,19,1,-13,-16,-1,24,400,1
2250,0,-21,1,1,-4,-1,-16,-18,-2,-1,-49,0
2251,-1,-26,0,0,-12,-17,3,-24,3,-5,66,0
2252,0,18,0,0,8,10,0,6,12,0,-186,0
2253,-1,-15,-2,1,-4,-3,-8,-1,-9,-5,-287,0
2254,0,-4,-1,0,-12,13,-5,-2,-1,-1,-11,0
2255,0,-1,-2,0,11,-3,-7,12,-6,-5,76,1
2256,0,-26,-3,0,7,13,6,17,1,8,478,1
2257,-1,-16,0,0,-24,8,0,-14,-4,2,198,0
2258,0,-21,1,0,-16,1,-6,-31,6,4,185,0
2259,-1,6,3,1,2,-5,-3,-16,-5,15,449,1
2260,0,-6,-2,1,7,0,-1,-1,-1,8,529,1
2261,0,-1,-4,-2,-1,4,-2,-1,1,1,609,1
2262,0,-33,-8,0,-6,-5,-22,7,-22,-18,-506,0
2263,0,-19,-5,0,23,-4,0,3,1,15,541,1
2264,0,-20,1,2,-17,5,-8,-10,0,-10,-4,0
2265,0,1,-1,1,-4,6,-3,6,-1,-6,259,1
2266,0,-22,-1,-4,3,9,10,22,5,-5,-325,1
2267,0,-16,0,0,7,1,8,5,13,-2,-108,1
2268,-1,-39,-1,2,35,7,-3,13,2,24,110,1
2269,0,-5,-2,1,4,-5,-4,-4,-3,2,-146,0
2270,0,-24,-3,1,-3,-14,-7,-10,-7,-7,-476,0
2271,0,-85,-3,-2,54,6,25,69,14,2,351,1
2272,0,-24,0,0,-22,0,-2,-23,0,-1,17,0
2273,0,-23,1,0,27,3,-7,23,3,-3,161,1
2274,0,-37,1,0,-14,2,-25,-45,8,0,-197,0
2275,0,-9,4,-2,16,-1,-6,2,-4,11,-37,1
2276,0,-10,-7,0,-5,-3,-2,-4,-5,-1,-337,0
2277,0,-16,-6,0,-13,1,-4,4,-3,-17,-574,0
2278,0,-26,0,0,-10,-2,38,19,7,0,-43,1
2279,0,-37,1,0,38,-2,1,30,6,1,-138,1
2280,0,-25,-4,1,15,4,6,17,1,7,148,1
2281,0,-34,3,2,5,25,4,7,20,7,-37,1
2282,0,-8,-2,0,8,1,-1,8,-4,4,202,1
2283,0,-11,-5,0,3,-8,-6,2,-4,-9,-718,0
2284,0,17,-3,0,2,-7,-12,-27,-3,13,408,1
2285,0,-26,2,0,0,5,21,23,2,1,-51,1
2286,0,-123,-1,0,56,39,28,59,58,6,31,1
2287,0,-46,1,0,40,5,1,13,0,33,341,1
2288,0,-13,-2,0,2,4,7,-7,21,-1,306,1
2289,0,-44,-4,0,21,21,2,7,7,30,638,1
2290,0,-59,-5,2,47,14,-2,7,36,16,545,1
2291,0,-32,-2,-5,10,18,4,19,4,9,-221,1
2292,-1,-28,-2,1,0,7,21,0,10,18,372,1
2293,1,-29,-3,0,-10,-22,3,-3,-11,-15,-402,0
2294,0,-24,-3,0,12,12,0,-3,-1,28,782,1
2295,-1,22,-1,0,13,5,4,12,10,0,-205,0
2296,0,11,0,0,-7,-1,-3,4,-15,0,-505,1
2297,0,-99,3,0,87,30,-18,111,-1,-11,-325,1
2298,-1,-9,-3,0,10,-2,1,1,2,6,220,1
2299,0,-8,2,0,-10,8,-6,1,-7,-2,-171,0
2300,0,-21,-3,2,-25,9,-5,-19,1,-3,-138,0
2301,0,-23,-5,1,-18,-4,-1,-4,-11,-8,-448,0
2302,1,-14,-1,0,19,-9,4,11,2,1,-51,1
2303,0,16,-1,2,4,3,9,4,6,6,-300,0
2304,-1,-3,-8,0,-11,2,6,-1,-2,0,-250,0
2305,0,-33,3,0,-18,-3,-12,-17,-13,-3,110,0
2306,0,-57,-6,1,-47,-4,-6,-14,-6,-37,-595,0
2307,0,-2,-4,3,-7,-1,6,-3,-5,6,-395,0
2308,0,-26,-1,0,1,7,18,23,4,-1,74,1
2309,0,-2,-4,-1,-14,1,15,-7,5,4,462,1
2310,0,5,-3,0,3,7,-5,4,3,-2,-250,0
2311,0,6,0,4,-2,1,-5,-4,-4,2,323,1
2312,0,21,-4,-2,10,3,8,7,5,9,223,0
2313,1,-2,-4,-1,-2,6,-2,5,-2,-1,240,1
2314,-3,-46,2,0,-35,-8,-3,-12,-25,-9,169,0
2315,0,-118,0,0,-61,-39,-18,-117,-1,0,12,0
2316,0,-37,-3,2,-16,-7,-14,-12,-12,-13,-570,0
2317,0,-24,2,0,25,5,-6,44,0,-20,-294,1
2318,0,-6,-2,0,-14,6,14,0,0,6,223,1
2319,0,-67,-3,1,67,-4,4,54,1,12,124,1
2320,0,-28,1,-2,-14,-9,-5,-6,-14,-8,-284,0
2321,0,-15,-5,0,13,0,2,12,-1,4,237,1
2322,0,-2,-2,0,0,3,-1,-1,2,1,225,1
2323,0,8,-1,0,-3,2,-7,-3,-3,-2,88,1
2324,0,3,-2,-3,-4,2,-1,-12,3,6,507,1
2325,1,-21,-1,0,-19,-2,0,-16,-5,0,-325,0
2326,0,-41,1,0,-43,1,1,-35,-7,1,161,0
2327,0,-5,-1,0,14,-9,0,5,-3,3,-107,1
2328,0,-2,-1,0,2,-3,3,-8,1,9,82,1
2329,-1,-19,1,0,22,2,-5,6,0,13,-184,1
2330,-1,5,2,-1,9,-8,-6,-11,3,3,-34,1
2331,0,-18,-3,0,4,7,7,11,8,-1,186,1
2332,0,-8,-3,0,-12,-5,9,-5,-1,-2,-43,0
2333,0,-21,-1,-2,12,5,4,29,0,-8,65,1
2334,-1,-59,1,1,-40,-18,-1,-11,-6,-42,-489,0
2335,0,-22,-6,1,-25,4,-1,-8,-2,-12,-420,0
2336,0,21,-2,0,7,8,6,19,2,0,-99,0
2337,0,-40,5,0,33,5,2,30,4,6,-451,1
2338,0,19,-5,0,-4,-4,-11,-22,-2,5,247,1
2339,-1,-10,1,1,9,0,1,19,0,-9,-142,1
2340,-1,-3,-2,0,6,-6,3,-2,2,3,71,1
2341,0,-28,1,0,-6,-18,-4,-21,-6,-1,234,0
2342,0,-37,1,0,35,-2,4,27,12,-2,27,1
2343,0,-27,0,-1,11,13,3,18,8,1,-172,1
2344,0,-34,0,0,31,6,-3,19,-2,17,120,1
2345,0,-19,-1,4,-12,0,-7,-18,1,-2,6,0
2346,-1,-39,0,0,-22,-15,-2,-38,-1,0,-4,0
2347,0,-10,0,1,3,1,6,7,3,0,-51,1
2348,0,-6,-2,0,9,-10,-5,-23,17,0,-149,0
2349,0,-71,-2,0,56,6,9,39,22,10,297,1
2350,0,-8,2,-1,3,4,1,7,-2,3,-322,1
2351,0,-21,-5,0,16,3,2,14,1,6,279,1
2352,-1,-60,-4,0,-39,-19,-2,-25,-15,-20,-679,0
2353,0,-27,0,-1,7,8,12,18,3,6,3,1
2354,0,-32,9,-1,-26,-4,-2,-9,-8,-15,114,0
2355,0,0,-8,1,4,-12,8,-1,-3,4,613,1
2356,-3,2,-1,0,-32,-14,44,-6,0,4,360,1
2357,0,-7,-3,0,5,2,0,2,2,3,500,1
2358,0,17,-6,2,-8,-6,-3,-8,-4,-5,830,1
2359,0,-7,-5,0,-9,6,10,2,5,0,221,1
2360,0,-3,-2,0,7,-7,3,-4,0,7,237,1
2361,0,-72,-3,0,47,14,11,48,23,1,68,1
2362,0,5,-7,-1,-3,-9,7,-4,0,-1,309,1
2363,0,9,-3,-2,-1,-2,-6,-39,-2,32,262,1
2364,0,-14,0,1,-9,-10,5,-11,-4,1,88,0
2365,-1,12,1,0,37,-10,-15,-8,1,19,131,0
2366,0,-21,-1,0,23,-5,3,25,3,-7,-35,1
2367,0,5,-5,0,2,2,1,-7,11,1,96,0
2368,0,-23,0,-1,-6,23,6,23,-2,2,-59,1
2369,0,6,-1,0,3,3,0,3,1,2,-310,0
2370,0,-61,-3,0,58,6,-3,2,4,55,734,1
2371,0,-11,-1,0,3,6,-20,-11,0,0,-192,0
2372,0,-52,-3,0,40,11,1,42,9,1,123,1
2373,0,-2,3,1,-3,1,0,-8,7,-1,-173,0
2374,0,-5,0,1,-5,-2,2,-5,0,0,60,0
2375,0,-89,-1,-3,46,35,8,56,29,4,-264,1
2376,0,-38,-1,-1,-35,-3,0,-15,-4,-19,-181,0
2377,0,-2,-2,4,5,-8,1,3,1,-6,-336,0
2378,2,-15,-1,0,15,-3,3,7,0,8,224,1
2379,0,-44,0,0,36,13,-5,38,6,0,-132,1
2380,0,-16,-1,-1,-11,22,5,32,-13,-3,-156,1
2381,-1,-7,4,1,-4,10,-13,-4,-2,-1,44,0
2382,0,5,1,1,-6,-2,13,3,1,1,32,0
2383,0,-6,-3,0,-10,1,3,-3,5,-8,-612,0
2384,-1,-29,-2,0,-10,-15,-4,-24,2,-7,-37,0
2385,-1,-32,-7,0,12,8,12,11,7,14,514,1
2386,0,3,-4,-4,-3,1,-1,0,1,-4,195,1
2387,0,-40,2,-3,-31,2,-11,-41,-1,2,209,0
2388,0,6,-3,0,-1,1,-6,-5,-1,0,388,1
2389,0,-50,-5,0,-30,-15,-5,-10,-8,-32,-401,0
2390,0,-7,0,0,-1,0,-6,1,-7,-1,-170,0
2391,-1,6,-1,-1,-15,11,10,-5,11,0,-82,0
2392,0,-21,-6,-1,16,-1,6,5,0,16,438,1
2393,0,18,0,0,0,3,15,29,-10,-1,44,0
2394,0,3,-1,0,1,-3,5,-4,12,-5,-364,0
2395,0,-14,-1,0,31,1,-18,16,-2,0,8,1
2396,0,-19,1,0,22,-3,0,10,5,4,150,1
2397,0,-118,0,0,-115,-16,13,-111,-6,-1,-68,0
2398,0,6,2,-1,-3,4,5,7,-3,2,197,0
2399,0,-57,-3,0,39,12,6,43,11,3,231,1
2400,1,-54,0,2,55,-1,0,46,6,2,-15,1
2401,0,16,3,-3,-6,-13,3,-8,-7,-1,-118,1
2402,0,-6,1,0,5,-24,13,-6,0,0,26,0
2403,0,-11,2,0,-4,5,-12,-8,6,-9,-384,0
2404,-1,-26,3,0,11,4,11,14,7,5,-38,1
2405,0,-30,1,-1,24,7,-1,37,-4,-3,-329,1
2406,0,-3,2,2,7,-9,5,5,-3,1,-149,1
2407,0,-3,2,2,-6,3,0,-3,4,-4,-168,0
2408,-1,-13,-4,0,13,-1,1,0,-1,14,662,1
2409,0,-22,-5,0,-17,-7,2,-1,0,-21,-750,0
2410,0,-10,-5,0,-13,3,0,-2,0,-8,-385,0
2411,0,3,-4,0,5,6,-8,-6,-1,10,-305,0
2412,0,-4,-4,0,-4,7,-7,4,0,-8,-423,0
2413,0,19,-6,0,1,-9,-11,-13,-1,-5,470,1
2414,1,-59,1,1,-56,8,-11,-55,-6,2,-161,0
2415,-2,-30,0,-1,23,3,4,4,-1,27,179,1
2416,0,-17,3,1,-20,-4,7,-22,-4,9,309,0
2417,0,-38,0,0,-12,-20,-6,-18,-12,-8,87,0
2418,0,-27,-2,0,16,-22,-21,-13,-14,0,-386,0
2419,0,-30,1,0,-57,5,22,-24,-5,-1,37,0
2420,-2,-22,-2,3,-23,3,-2,-6,0,-16,-242,0
2421,0,11,-1,1,5,5,1,12,-1,0,-224,0
2422,0,-88,-6,-2,-64,-20,-4,-11,-15,-62,-534,0
2423,0,-10,3,-1,13,-4,1,5,4,1,-410,1
2424,0,-35,-4,0,-35,-7,7,-24,-6,-5,15,0
2425,-1,1,-1,0,-12,7,6,7,2,-8,-170,0
2426,0,-40,-1,0,-7,28,19,37,3,0,34,1
2427,0,-2,3,-1,15,-12,-1,6,-6,2,-118,1
2428,0,-16,1,0,0,4,12,11,3,2,-185,1
2429,0,-17,-1,0,22,-4,-1,-2,4,15,327,1
2430,0,-46,-3,1,48,-2,0,1,0,45,456,1
2431,0,8,0,-1,7,2,-1,1,5,2,66,0
2432,-2,-91,-2,0,-57,-22,-12,-80,-9,-2,-33,0
2433,0,-30,-4,0,24,3,3,20,1,9,388,1
2434,0,19,-8,0,-16,-3,0,2,-3,-18,98,1
2435,0,9,-5,0,-16,-1,8,-7,-6,4,465,1
2436,0,6,-2,0,8,3,-5,11,0,-5,-49,0
2437,0,-18,-5,-3,28,0,-10,-2,1,19,529,1
2438,0,-49,0,0,2,7,40,45,2,2,23,1
2439,0,-9,-2,-1,9,0,0,1,0,8,304,1
2440,0,-12,-2,0,3,-2,-13,-10,-5,3,-26,0
2441,0,-27,1,0,21,7,-1,27,1,-1,-63,1
2442,0,13,-6,0,-2,-10,-1,-8,-4,-1,295,1
2443,0,4,0,0,-5,-12,21,4,0,0,0,0
2444,0,14,-1,0,9,1,-24,-15,1,0,-2,1
2445,0,-22,2,0,-3,-13,-6,4,-26,0,60,0
2446,0,-28,-3,0,-28,1,-1,-21,-5,-2,-30,0
2447,0,-43,-2,1,26,16,1,30,-1,14,302,1
2448,0,-42,0,0,13,7,22,20,12,10,165,1
2449,0,-46,-4,1,27,22,-3,-6,2,50,387,1
2450,0,-34,-2,0,-33,-2,1,-22,-6,-6,96,0
2451,0,-25,-1,0,24,5,-4,20,3,2,125,1
2452,0,1,0,0,8,-8,-1,13,-13,-1,221,1
2453,0,-83,-1,0,-71,-2,-10,-59,-23,-1,-104,0
2454,-1,-53,-1,1,18,12,23,15,24,14,586,1
2455,0,-10,1,-3,2,6,2,-1,11,0,42,1
2456,0,-22,0,0,-5,8,19,11,11,0,121,1
2457,0,29,1,0,-15,-8,-6,-20,-3,-6,-310,1
2458,0,20,-6,0,-20,0,0,-9,1,-12,350,1
2459,0,-26,3,0,5,1,20,18,7,1,-264,1
2460,0,-5,0,7,4,0,1,1,-1,5,200,1
2461,0,17,-3,0,-2,8,-23,-19,1,1,105,1
2462,0,26,-2,0,-9,-20,3,-25,-1,0,104,1
2463,0,-36,-4,0,34,2,0,10,4,22,348,1
2464,1,24,3,-2,-7,-16,-1,3,-11,-16,-544,1
2465,0,2,-4,0,-17,1,14,-19,1,16,200,1
2466,0,-12,-20,-2,8,0,4,2,-2,12,532,1
2467,0,-9,-2,0,4,-1,6,25,-16,0,338,1
2468,0,-24,-6,0,10,6,8,8,-8,24,529,1
2469,0,2,3,0,-25,10,13,1,-1,-2,-118,1
2470,0,-15,-1,2,5,4,6,-6,5,16,271,1
2471,-1,-2,-3,1,2,-3,-1,8,5,-15,-228,0
2472,0,-16,1,0,7,12,-3,-5,14,7,-120,1
2473,0,-71,1,0,30,46,-5,14,50,7,-69,1
2474,0,16,-3,1,-10,-10,4,-1,-11,-4,449,1
2475,0,-64,0,0,53,-4,15,63,1,0,8,1
2476,0,-50,1,0,58,4,-12,48,2,0,35,1
2477,0,-19,0,0,-28,-2,11,-20,1,0,29,0
2478,0,-15,-5,-4,-17,2,0,-5,-2,-8,-531,0
2479,0,-9,0,0,23,-5,-9,7,-1,3,108,1
2480,0,-25,1,0,4,4,17,24,0,1,36,1
2481,0,-35,0,0,-22,-9,-4,3,-39,1,-436,0
2482,0,20,-2,0,-3,0,-17,-11,-8,-1,309,1
2483,0,-7,-6,0,-5,-3,1,3,0,-10,-424,0
2484,0,13,-1,0,16,-1,-2,10,-2,5,-275,0
2485,0,-18,1,-1,26,2,-10,19,-3,2,-171,1
2486,0,-26,-1,0,-20,-1,-5,-27,0,1,-94,0
2487,0,-62,1,0,51,4,7,63,0,-1,-25,1
2488,0,3,-1,0,6,-6,-3,-5,3,-1,124,1
2489,0,19,-2,0,-11,-11,3,10,-24,-5,139,1
2490,0,-33,-6,0,-11,-4,-18,-22,-9,-2,-269,0
2491,0,-28,-5,-1,-16,-11,-1,-4,-17,-7,-494,0
2492,0,-10,-2,0,-8,17,1,2,-8,16,72,1
2493,0,-64,-9,1,50,3,11,38,-6,32,788,1
2494,0,12,-12,0,1,6,5,14,-3,1,-457,0
2495,0,22,0,0,-15,5,32,24,-2,0,-20,0
2496,0,-10,-2,0,23,2,-15,4,0,6,144,1
2497,0,11,4,0,-3,-5,-3,17,-15,-13,-121,1
2498,0,-35,0,0,26,10,-1,35,1,-1,9,1
2499,0,-3,-1,-1,0,3,0,-4,3,4,-188,1
2500,0,16,-2,-1,19,5,-8,16,0,0,-17,0
2501,0,8,-3,0,-6,-3,1,-15,4,3,31,1
2502,0,-9,-4,-1,-8,-1,0,1,-1,-9,-350,0
2503,0,-18,-3,-1,12,6,0,2,0,16,672,1
2504,0,-47,1,0,-51,-7,11,-47,0,0,59,0
2505,0,-30,2,1,11,15,4,25,6,-1,-334,1
2506,-1,0,-1,0,1,-1,0,2,5,-7,-451,0
2507,0,-7,0,0,12,4,-9,9,-5,3,-108,1
2508,0,-103,-2,0,71,23,9,77,4,22,284,1
2509,0,18,-4,-1,-2,-8,-8,0,-12,-6,667,1
2510,0,-38,1,-2,40,-1,-1,3,-4,39,189,1
2511,0,1,2,0,-3,8,-6,-8,3,4,272,1
2512,0,-48,-3,0,-30,-13,-5,-21,-17,-10,19,0
2513,0,-73,3,0,71,8,-6,37,11,25,-32,1
2514,0,0,0,0,7,8,-15,-7,0,7,-61,1
2515,0,1,-2,0,13,-18,4,1,-16,14,326,1
2516,1,-15,-2,0,6,6,3,-5,9,11,17,1
2517,-1,-34,-2,0,-33,-1,0,-6,-9,-19,-643,0
2518,0,-34,-4,5,-33,0,-1,3,0,-37,-735,0
2519,0,-12,-1,2,10,6,-4,2,-1,11,772,1
2520,0,-16,1,1,6,9,1,2,12,2,-400,1
2521,0,2,-1,0,4,3,-9,-6,4,0,1,1
2522,0,-18,1,0,-12,-6,0,-20,2,0,15,0
2523,0,-6,-7,-2,-4,0,-2,4,-3,-7,-738,0
2524,0,-17,1,0,15,-1,3,22,-3,-2,-63,1
2525,0,-54,2,1,-48,-4,-2,-42,-12,0,18,0
2526,0,-18,1,0,-15,-4,1,-6,-12,0,37,0
2527,-1,-27,-5,0,-25,-4,2,1,-5,-23,-213,0
2528,0,15,-3,1,-15,-7,7,-14,-1,0,503,1
2529,0,-100,1,-1,-89,-3,-8,-65,-32,-3,-75,0
2530,0,-11,0,-2,-16,-1,6,-2,4,-13,-25,0
2531,1,-24,-2,0,-21,3,-6,-8,0,-16,-29,0
2532,0,-19,5,0,10,-1,10,14,1,4,-109,1
2533,0,15,-2,-2,-9,-6,0,-2,-5,-8,350,1
2534,0,-38,-10,0,-22,-3,-13,4,-13,-29,-733,0
2535,-1,-54,-11,0,-50,0,-4,8,-25,-37,-772,0
2536,0,-56,-1,1,36,13,7,31,20,5,64,1
2537,0,-14,-1,2,10,5,-1,-1,2,13,278,1
2538,0,-1,-4,-1,-10,-2,11,7,2,-10,-441,0
2539,-1,-23,0,0,-50,9,18,-23,0,0,2,0
2540,0,25,-7,0,8,3,14,22,-2,5,-176,0
2541,0,-50,-3,-1,-46,1,-5,-5,-1,-44,-630,0
2542,-1,-31,2,0,-4,-28,1,-32,1,0,90,0
2543,0,-6,-7,-1,-3,-1,10,-1,4,3,712,1
2544,-1,0,-7,-4,2,-2,0,3,0,-3,-299,0
2545,-1,-28,1,0,35,-3,-4,18,6,4,-233,1
2546,0,14,-6,0,-8,4,18,19,1,-6,-376,0
2547,0,18,-6,0,-8,-7,-3,-23,2,3,593,1
2548,1,21,-1,0,7,2,12,22,1,-2,-118,0
2549,-1,-94,-8,2,55,17,22,21,6,67,976,1
2550,0,-31,-5,1,-34,-2,5,-20,4,-15,-144,0
2551,0,-92,-1,0,-58,-25,-9,-84,-7,-1,-95,0
2552,0,-27,0,0,21,3,3,16,11,0,143,1
2553,-1,-28,-5,4,18,7,3,15,6,7,326,1
2554,0,-104,-2,0,74,13,17,63,2,39,423,1
2555,1,-35,-7,0,25,10,0,3,0,32,833,1
2556,0,-14,2,1,1,15,-2,-2,15,1,-315,1
2557,0,-35,-4,1,-29,-11,5,-14,-13,-8,-27,0
2558,1,-44,-1,-1,-36,-5,-3,-13,-3,-28,-444,0
2559,0,-21,0,0,-35,7,7,-20,-2,1,0,0
2560,0,2,0,0,-21,-8,27,-2,0,0,-10,1
2561,0,-8,-1,2,-8,6,10,-5,13,0,164,1
2562,0,-29,-6,-5,-28,-1,0,-1,-6,-22,-668,0
2563,0,-20,-3,-2,18,0,2,-1,-1,22,715,1
2564,-1,10,1,1,-17,2,5,-8,1,-3,168,1
2565,0,4,2,-2,9,-8,3,5,-1,0,-327,0
2566,0,-49,-3,0,48,-1,2,2,1,46,628,1
2567,0,-42,2,0,32,13,-3,34,5,3,-153,1
2568,0,-15,0,0,-4,-15,4,-12,-1,-2,-28,0
2569,0,-41,-3,0,9,9,23,10,23,8,418,1
2570,0,-63,-4,0,57,6,0,1,9,53,351,1
2571,1,9,-5,0,-1,-8,0,-6,2,-5,149,1
2572,-1,6,-3,1,0,-5,-1,-13,1,6,296,1
2573,0,-42,1,1,-25,-5,-12,-44,0,2,72,0
2574,0,5,3,0,-18,7,6,4,-9,0,-131,1
2575,0,7,-2,0,1,-2,-6,-12,0,5,65,1
2576,0,-11,-3,3,10,-20,21,5,5,1,376,1
2577,-2,-24,-3,2,-20,-2,-2,-8,0,-16,-338,0
2578,0,-4,-3,0,20,-8,-8,-4,-8,16,364,1
2579,0,-28,0,0,9,7,12,17,1,10,146,1
2580,1,7,1,0,7,-4,4,-8,-2,17,346,0
2581,0,-18,-5,0,-30,8,4,-19,0,1,-258,0
2582,0,-33,-5,2,-6,-21,-6,-11,-14,-8,64,0
2583,0,-7,-4,0,19,-3,-9,4,4,-1,206,1
2584,0,-68,-6,0,77,-14,5,-2,1,69,362,1
2585,0,-4,3,0,-33,33,4,-10,15,-1,-68,1
2586,1,17,0,0,-5,-3,-9,-8,-1,-8,128,1
2587,-1,-24,2,0,29,-45,-8,-27,-1,4,140,0
2588,1,2,2,1,4,-3,-3,1,-1,-2,-173,1
2589,0,-10,-1,0,-5,-2,-3,-1,-1,-8,-516,0
2590,0,14,0,0,24,-8,-2,14,0,0,0,0
2591,1,-11,-6,0,7,3,1,10,1,0,219,1
2592,0,-25,0,0,-17,2,-10,-24,-1,0,8,0
2593,0,-28,2,0,7,-14,-21,-20,-10,2,136,0
2594,0,-23,0,0,7,18,-2,10,14,-1,4,1
2595,0,-2,0,-1,-9,-4,11,13,-16,1,-22,0
2596,0,40,0,0,29,4,7,40,0,0,-17,0
2597,0,-23,0,0,-18,-4,-1,-5,-2,-16,-181,0
2598,-1,-49,-2,0,35,12,2,50,-10,9,59,1
2599,0,-19,-6,0,17,-2,4,-4,0,23,543,1
2600,0,-19,-6,0,6,-14,27,-6,20,5,405,1
2601,0,-50,-2,0,36,11,3,19,15,16,27,1
2602,0,-14,1,0,-5,-3,22,-6,20,0,442,1
2603,0,-36,3,0,7,18,11,41,0,-5,-112,1
2604,0,-4,-2,0,8,5,-9,3,1,0,3,1
2605,0,-6,-1,0,-4,3,-5,-5,0,-1,-48,0
2606,0,-19,0,0,20,6,-7,12,0,7,-43,1
2607,0,3,1,0,2,6,-5,4,-1,0,-249,0
2608,0,2,0,0,17,-1,-18,-3,1,0,-109,1
2609,0,4,-3,0,8,4,-8,9,3,-8,-353,0
2610,0,-2,-4,-5,-5,4,3,-12,-3,17,661,1
2611,1,-64,-1,0,-46,-19,1,-71,1,6,-8,0
2612,-2,-4,0,0,2,8,-6,3,-3,4,53,1
2613,0,-4,0,1,3,-10,3,-1,-1,-2,-205,0
2614,0,0,-5,1,2,4,-6,3,4,-7,-474,0
2615,0,-13,1,0,-12,-10,9,-21,8,0,32,0
2616,0,-8,-1,0,4,-5,9,7,-1,2,-81,1
2617,0,-4,-1,-1,-5,6,3,-12,10,6,23,1
2618,0,1,-4,0,-15,7,7,3,-4,0,226,1
2619,1,-21,-1,4,20,0,1,1,2,18,391,1
2620,0,-19,4,-4,-9,-1,-9,-16,0,-3,365,0
2621,0,-33,-5,0,2,21,10,9,3,21,267,1
2622,0,-22,0,0,17,-4,9,7,15,0,305,1
2623,-1,-33,-1,0,7,14,12,19,14,0,-62,1
2624,0,-15,-3,0,15,-5,5,-1,2,14,680,1
2625,0,10,2,0,4,-11,-3,-8,1,-3,-163,1
2626,0,-59,-4,-1,-58,0,-1,-6,-1,-52,-579,0
2627,0,-13,2,0,18,5,-10,8,5,0,-221,1
2628,0,8,0,1,1,-3,-6,-8,0,0,13,1
2629,0,-4,2,-1,-3,2,-3,-3,0,-1,-67,0
2630,-1,-91,0,0,67,25,-1,78,8,5,-4,1
2631,0,-1,-3,2,0,0,1,-3,-1,5,193,1
2632,0,-13,-1,-1,-7,-7,1,-5,1,-9,-142,0
2633,0,-15,-4,1,-14,1,-2,2,-4,-13,-740,0
2634,0,-10,-1,0,1,13,-4,-4,13,1,216,1
2635,0,-4,3,-1,-5,7,2,-4,9,-1,-392,1
2636,0,-41,-1,0,11,9,21,41,0,0,30,1
2637,-1,-32,0,0,28,13,-9,12,1,19,290,1
2638,0,62,-1,0,-42,-25,5,-37,-27,2,201,1
2639,0,-7,-1,0,-4,6,5,7,1,-1,104,1
2640,0,-41,-3,0,16,24,1,9,22,10,379,1
2641,0,-20,0,0,-4,1,-17,-19,-1,0,0,0
2642,-1,-27,3,0,-32,7,-2,-23,-5,1,54,0
2643,0,-22,-1,0,-9,8,-21,-10,-21,9,55,0
2644,-1,-22,0,0,-5,-15,-2,-21,-1,0,-1,0
2645,0,-1,-2,0,-10,6,5,11,-10,0,10,1
2646,-1,-35,-1,0,35,5,-5,19,5,11,194,1
2647,0,-23,0,0,9,7,7,4,16,3,124,1
2648,0,-18,-8,-1,16,-4,6,-1,1,18,771,1
2649,0,-60,-1,0,52,6,2,47,12,1,51,1
2650,-2,26,0,0,27,9,-10,37,0,-11,-88,0
2651,0,-41,-5,0,25,-1,17,-7,10,38,572,1
2652,0,31,-5,-1,-33,-6,8,-44,0,13,437,1
2653,0,-34,0,0,-15,-9,-10,-33,-1,0,0,0
2654,0,-11,-1,1,0,12,-1,2,9,0,274,1
2655,-2,-40,3,1,-12,-12,-16,-31,-8,-1,256,0
2656,0,-6,0,0,6,-2,2,7,-1,0,0,1
2657,-1,-38,-1,0,29,3,6,36,1,1,39,1
2658,0,-19,0,0,20,2,-3,23,-4,0,33,1
2659,0,-47,0,1,30,15,2,11,0,36,-113,1
2660,0,-8,-4,0,4,-5,9,-15,5,18,502,1
2661,0,-2,0,0,-24,11,11,-6,4,0,36,0
2662,0,-9,0,-1,-6,-9,6,-10,-1,2,85,0
2663,0,0,2,1,-10,5,5,5,-2,-3,-27,0
2664,0,-19,4,-3,-17,-7,5,-14,-2,-3,91,0
2665,0,-39,-3,0,-19,-3,-17,-11,-4,-24,-506,0
2666,0,-58,0,0,-20,-22,-16,-51,-6,-1,-155,0
